Taxon_name	Status	Min_Ma	Max_Ma
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_morula	extinct	138.8	139.5
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_obliqua	extinct	141.3	141.9
Cypridea_parallela	extinct	141	141.1
Cypridea_parallela	extinct	141	141.1
Cypridea_parallela	extinct	141	141.1
Cypridea_parallela	extinct	141	141.1
Cypridea_parallela	extinct	141	141.1
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_paulsgrovensis	extinct	134.5	139.5
Cypridea_peltoides	extinct	141.8	145.5
Cypridea_peltoides	extinct	141.8	145.5
Cypridea_peltoides	extinct	141.8	145.5
Cypridea_peltoides	extinct	141.8	145.5
Cypridea_peltoides	extinct	141.8	145.5
Cypridea_peltoides	extinct	141.8	145.5
Cypridea_peltoides	extinct	141.8	145.5
Cypridea_peltoides	extinct	141.8	145.5
