Occurrence_Number	Taxon_name	Latitude	Longitude	Paleo_Latitude	Paleo_Longitude	Min_Ma	Max_Ma	Original_Assignment
920	Cypridea granulosa	51.0882	-2.0167	42.1993	7.5014	142.4	145	Eu
921	Cypridea granulosa	51.0563	-2.0723	42.1663	7.4559	142.4	145	Eu
922	Cypridea granulosa	46.3835	5.767	37.7009	14.4312	142.4	145	Eu
923	Cypridea granulosa	51.0289	-0.2206	42.1742	9.0266	142.4	145	Eu
924	Cypridea granulosa	46.3835	5.767	37.7009	14.4312	142.4	145	Eu
925	Cypridea granulosa	50.616	-2.1851	41.7246	7.3756	142.4	145	Eu
926	Cypridea granulosa	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu
927	Cypridea granulosa	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu
928	Cypridea granulosa	52.436	18.4311	44.3594	24.7025	143.1	144.4	Eu
929	Cypridea hamata	50.668	-1.2504	40.6577	10.906	121.4	123.3	Eu
930	Cypridea hamata	50.609	-1.3654	40.6007	10.8078	121.4	123.3	Eu
931	Cypridea hamata	51.1839	1.3654	41.1386	13.1006	121.4	123.3	Eu
932	Cypridea hamata	51.0289	-0.2206	41.0027	11.776	121.4	123.3	Eu
933	Cypridea helenae	50.908	0.6178	41.6334	10.3873	134.6	136.1	Eu
934	Cypridea helenae	51.0382	0.3271	41.7591	10.1379	134.6	136.1	Eu
935	Cypridea helenae	51.0289	-0.2206	41.7426	9.6763	134.6	136.1	Eu
936	Cypridea helenae	50.916	0.5883	41.6409	10.3617	134.6	136.1	Eu
937	Cypridea hispida	51.1329	-0.3235	41.3863	11.062	125.8	126.5	Eu
938	Cypridea hispida	50.8755	0.2367	41.1273	11.5297	125.8	126.5	Eu
939	Cypridea hispida	50.8283	0.3167	41.0791	11.5965	125.8	126.5	Eu
940	Cypridea hispida	50.8746	0.139	41.1266	11.4476	125.8	126.5	Eu
941	Cypridea hispida	51.0289	-0.2206	41.2818	11.1473	125.8	126.5	Eu
942	Cypridea inaequalis	51.0529	0.1396	42.0716	9.4784	140.4	142.2	Eu
943	Cypridea inaequalis	50.9759	0.3055	41.9977	9.622	140.4	142.2	Eu
944	Cypridea inaequalis	51.061	-1.2908	42.0557	8.267	140.4	142.2	Eu
945	Cypridea inaequalis	50.8752	0.6412	41.9032	9.9099	140.4	142.2	Eu
946	Cypridea inaequalis	50.9697	0.3301	41.9922	9.6426	140.4	142.2	Eu
947	Cypridea inaequalis	46.3835	5.767	37.5466	14.537	140.4	142.2	Eu
948	Cypridea inaequalis	51.1405	-1.2881	42.1358	8.267	140.4	142.2	Eu
949	Cypridea inaequalis	50.945	0.4591	41.9696	9.7528	140.4	142.2	Eu
950	Cypridea inaequalis	51.1855	0.2136	42.2049	9.5358	140.4	142.2	Eu
951	Cypridea inaequalis	51.3614	8.8031	42.6072	16.8172	140.6	141.4	Eu
952	Cypridea inaequalis	52.7451	7.4001	43.9381	15.5226	140.6	141.4	Eu
953	Cypridea inaequalis	52.9222	7.53	44.1193	15.6176	140.6	141.4	Eu
954	Cypridea inaequalis	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu
955	Cypridea inaequalis	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu
956	Cypridea inaequalis	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu
957	Cypridea inaequalis	52.5198	7.3181	43.7106	15.4714	140.6	141.4	Eu
958	Cypridea inaequalis	52.3409	7.5784	43.5409	15.7041	140.6	141.4	Eu
959	Cypridea inaequalis	52.6484	7.0753	43.8302	15.2573	140.6	141.4	Eu
960	Cypridea isasae	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu
961	Cypridea isasae	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu
962	Cypridea isasae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu
963	Cypridea laevigata	44.2544	28.2152	36.4414	34.6968	132.6	141.6	Eu
964	Cypridea laevigata	45.6223	-0.084	36.4272	9.7998	132.6	141.6	Eu
965	Cypridea laevigata	50.9759	0.3055	41.7857	9.974	132.6	141.6	Eu
966	Cypridea laevigata	42.059	-1.8637	33.0136	8.524	132.6	141.6	Eu
967	Cypridea laevigata	51.061	-1.2908	41.8488	8.6238	132.6	141.6	Eu
968	Cypridea laevigata	50.8739	0.2308	41.6826	9.914	132.6	141.6	Eu
969	Cypridea laevigata	50.599	-1.9533	41.3795	8.0755	132.6	141.6	Eu
970	Cypridea laevigata	50.8752	0.6412	41.6901	10.2603	132.6	141.6	Eu
971	Cypridea laevigata	51.0213	-0.0329	41.8256	9.6864	132.6	141.6	Eu
972	Cypridea laevigata	50.8343	0.2822	41.6434	9.9584	132.6	141.6	Eu
973	Cypridea laevigata	50.8954	0.6074	41.7096	10.2309	132.6	141.6	Eu
974	Cypridea laevigata	50.9635	-0.3212	41.7644	9.4451	132.6	141.6	Eu
975	Cypridea laevigata	51.1405	-1.2881	41.9288	8.6244	132.6	141.6	Eu
976	Cypridea laevigata	50.908	0.6178	41.7227	10.2397	132.6	141.6	Eu
977	Cypridea laevigata	50.945	0.4591	41.7572	10.1042	132.6	141.6	Eu
978	Cypridea laevigata	50.9394	0.4467	41.751	10.0943	132.6	141.6	Eu
979	Cypridea laevigata	50.6384	-2.375	41.4144	7.7178	132.6	141.6	Eu
980	Cypridea laevigata	51.1855	0.2136	41.9932	9.8895	132.6	141.6	Eu
981	Cypridea laevigata	51.1855	0.2136	41.9932	9.8895	132.6	141.6	Eu
982	Cypridea laevigata	51.0731	-0.0673	41.877	9.6561	132.6	141.6	Eu
983	Cypridea laevigata	50.8455	-1.0952	41.6362	8.7948	132.6	141.6	Eu
984	Cypridea laevigata	51.0896	0.6517	41.9052	10.2621	132.6	141.6	Eu
985	Cypridea laevigata	51.0873	0.5531	41.9006	10.1787	132.6	141.6	Eu
986	Cypridea laevigata	51.0382	0.3271	41.848	9.9896	132.6	141.6	Eu
987	Cypridea laevigata	51.0289	-0.2206	41.8308	9.5275	132.6	141.6	Eu
988	Cypridea laevigata	50.916	0.5883	41.7302	10.2141	132.6	141.6	Eu
989	Cypridea laevigata	51.3614	8.8031	42.596	16.8329	140.2	141.4	Eu
990	Cypridea laevigata	52.7451	7.4001	43.927	15.5389	140.2	141.4	Eu
991	Cypridea laevigata	52.5102	7.0621	43.6809	15.2733	140.2	141.4	Eu
992	Cypridea laevigata	52.6024	6.8441	43.7655	15.0832	140.2	141.4	Eu
993	Cypridea laevigata	52.5829	7.0712	43.7541	15.2753	140.2	141.4	Eu
994	Cypridea laevigata	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu
995	Cypridea laevigata	52.5198	7.3181	43.6996	15.4876	140.2	141.4	Eu
996	Cypridea laevigata	52.3409	7.5784	43.5298	15.7202	140.2	141.4	Eu
997	Cypridea laevigata	52.5909	8.4805	43.8117	16.4583	140.2	141.4	Eu
998	Cypridea laevigata	52.6484	7.0753	43.8192	15.2736	140.2	141.4	Eu
999	Cypridea laevigata	52.0001	6.8026	43.1631	15.0936	140.2	141.4	Eu
1000	Cypridea lasius	51.061	-1.2908	41.7396	8.8127	133.4	136.4	Eu
1001	Cypridea lasius	50.8739	0.2308	41.5708	10.1001	133.4	136.4	Eu
1002	Cypridea lasius	50.8343	0.2822	41.5316	10.1443	133.4	136.4	Eu
1003	Cypridea lasius	51.0382	0.3271	41.7361	10.1762	133.4	136.4	Eu
1004	Cypridea lasius	50.916	0.5883	41.6179	10.3998	133.4	136.4	Eu
1005	Cypridea lata	51.0529	0.1396	42.1133	9.4176	140.6	143.6	Eu
1006	Cypridea lata	50.9696	0.3097	42.0336	9.565	140.6	143.6	Eu
1007	Cypridea lata	50.9529	0.4004	42.0184	9.642	140.6	143.6	Eu
1008	Cypridea lata	50.9759	0.3055	42.0395	9.5614	140.6	143.6	Eu
1009	Cypridea lata	51.061	-1.2908	42.0963	8.2054	140.6	143.6	Eu
1010	Cypridea lata	50.9549	0.4131	42.0206	9.6529	140.6	143.6	Eu
1011	Cypridea lata	50.599	-1.9533	41.6244	7.659	140.6	143.6	Eu
1012	Cypridea lata	50.8752	0.6412	41.9452	9.8496	140.6	143.6	Eu
1013	Cypridea lata	50.9441	0.4584	42.0105	9.6915	140.6	143.6	Eu
1014	Cypridea lata	50.9697	0.3301	42.034	9.582	140.6	143.6	Eu
1015	Cypridea lata	50.8954	0.6074	41.9645	9.8199	140.6	143.6	Eu
1016	Cypridea lata	50.9635	-0.3212	42.0157	9.0306	140.6	143.6	Eu
1017	Cypridea lata	51.0102	0.7413	42.0822	9.9285	140.6	143.6	Eu
1018	Cypridea lata	51.1405	-1.2881	42.1763	8.2052	140.6	143.6	Eu
1019	Cypridea lata	50.9783	0.3094	42.0416	9.5638	140.6	143.6	Eu
1020	Cypridea lata	50.945	0.4591	42.0115	9.6923	140.6	143.6	Eu
1021	Cypridea lata	50.9394	0.4467	42.0053	9.6824	140.6	143.6	Eu
1022	Cypridea lata	50.9742	0.3289	42.038	9.5809	140.6	143.6	Eu
1023	Cypridea lata	51.1855	0.2136	42.2466	9.4748	140.6	143.6	Eu
1024	Cypridea lata	50.8283	0.3167	41.8918	9.5769	140.6	143.6	Eu
1025	Cypridea lata	50.8455	-1.0952	41.8845	8.3788	140.6	143.6	Eu
1026	Cypridea lata	51.0289	-0.2206	42.0825	9.1127	140.6	143.6	Eu
1027	Cypridea lata	52.6484	7.0753	43.9382	15.138	141.4	144.1	Eu
1028	Cypridea lata	51.3614	8.8031	42.7187	16.7059	141.4	144.1	Eu
1029	Cypridea lata	52.5102	7.0621	43.7999	15.1383	141.4	144.1	Eu
1030	Cypridea lata	52.1775	7.8257	43.4964	15.8096	141.4	144.1	Eu
1031	Cypridea lata	52.5198	7.3181	43.8191	15.353	141.4	144.1	Eu
1032	Cypridea lata	52.5909	8.4805	43.9335	16.3252	141.4	144.1	Eu
1033	Cypridea lata	52.32	7.221	43.616	15.2877	141.4	144.1	Eu
1034	Cypridea lata	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu
1035	Cypridea lata	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu
1036	Cypridea lata	52.5627	17.6432	44.4865	24.0104	143.7	145	Eu
1037	Cypridea marina	50.9529	0.4004	41.2808	11.3924	125.8	128.6	Eu
1038	Cypridea marina	51.1329	-0.3235	41.4604	10.7856	125.8	128.6	Eu
1039	Cypridea marina	51.0304	-0.1529	41.3574	10.9288	125.8	128.6	Eu
1040	Cypridea marina	51.17	0.5548	41.498	11.5215	125.8	128.6	Eu
1041	Cypridea marina	50.8755	0.2367	41.2036	11.2559	125.8	128.6	Eu
1042	Cypridea marina	50.8283	0.3167	41.1557	11.3231	125.8	128.6	Eu
1043	Cypridea marina	50.8746	0.139	41.2025	11.1737	125.8	128.6	Eu
1044	Cypridea marina	51.0896	-0.4493	41.4175	10.6809	125.8	128.6	Eu
1045	Cypridea marina	51.0199	-0.3495	41.3474	10.7638	125.8	128.6	Eu
1046	Cypridea marina	51.2121	-0.7976	41.5399	10.389	125.8	128.6	Eu
1047	Cypridea marina	51.0289	-0.2206	41.3564	10.8718	125.8	128.6	Eu
1048	Cypridea marina	51.0987	-0.3262	41.4264	10.7839	125.8	128.6	Eu
1049	Cypridea martini	50.9759	0.3055	42.0128	9.597	141.3	141.9	Eu
1050	Cypridea martini	50.8752	0.6412	41.9183	9.8851	141.3	141.9	Eu
1051	Cypridea martini	50.9678	0.249	42.0037	9.5491	141.3	141.9	Eu
1052	Cypridea martini	50.9783	0.3094	42.0148	9.5995	141.3	141.9	Eu
1053	Cypridea martini	51.0289	-0.2206	42.0561	9.1487	141.3	141.9	Eu
1054	Cypridea martini	51.3614	8.8031	42.6493	16.7587	141.4	142.1	Eu
1055	Cypridea martini	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu
1056	Cypridea martini	52.4537	7.04	43.6764	15.1821	141.4	142.1	Eu
1057	Cypridea martini	52.5198	7.3181	43.7519	15.4107	141.4	142.1	Eu
1058	Cypridea martini	52.3409	7.5784	43.5823	15.6438	141.4	142.1	Eu
1059	Cypridea martini	52.5909	8.4805	43.8647	16.3821	141.4	142.1	Eu
1060	Cypridea martini	52.6484	7.0753	43.8713	15.1964	141.4	142.1	Eu
1061	Cypridea melvillei	51.061	-1.2908	41.8116	8.6881	133.2	139.5	Eu
1062	Cypridea melvillei	50.8739	0.2308	41.6446	9.9773	133.2	139.5	Eu
1063	Cypridea melvillei	51.0008	-0.1266	41.7664	9.6713	133.2	139.5	Eu
1064	Cypridea melvillei	51.0213	-0.0329	41.7877	9.75	133.2	139.5	Eu
1065	Cypridea melvillei	51.1119	0.1844	41.8818	9.9301	133.2	139.5	Eu
1066	Cypridea melvillei	51.1533	0.2778	41.9242	10.0081	133.2	139.5	Eu
1067	Cypridea melvillei	51.217	-2.9723	41.952	7.2685	133.2	139.5	Eu
1068	Cypridea melvillei	51.1405	-1.2881	41.8916	8.6887	133.2	139.5	Eu
1069	Cypridea melvillei	50.908	0.6178	41.6845	10.3029	133.2	139.5	Eu
1070	Cypridea melvillei	51.0731	-0.0673	41.8392	9.7197	133.2	139.5	Eu
1071	Cypridea melvillei	51.0382	0.3271	41.81	10.0531	133.2	139.5	Eu
1072	Cypridea melvillei	51.0289	-0.2206	41.793	9.5912	133.2	139.5	Eu
1073	Cypridea melvillei	50.916	0.5883	41.692	10.2773	133.2	139.5	Eu
1074	Cypridea menevensis	51.061	-1.2908	41.8686	8.5896	135.1	139.9	Eu
1075	Cypridea menevensis	50.8739	0.2308	41.7029	9.8803	135.1	139.9	Eu
1076	Cypridea menevensis	50.8343	0.2822	41.6637	9.9248	135.1	139.9	Eu
1077	Cypridea menevensis	50.9635	-0.3212	41.7845	9.4112	135.1	139.9	Eu
1078	Cypridea menevensis	51.1405	-1.2881	41.9486	8.5901	135.1	139.9	Eu
1079	Cypridea menevensis	50.908	0.6178	41.7431	10.2061	135.1	139.9	Eu
1080	Cypridea menevensis	50.8455	-1.0952	41.6561	8.7608	135.1	139.9	Eu
1081	Cypridea menevensis	51.0382	0.3271	41.8683	9.9559	135.1	139.9	Eu
1082	Cypridea menevensis	51.0289	-0.2206	41.8509	9.4936	135.1	139.9	Eu
1083	Cypridea menevensis	50.916	0.5883	41.7506	10.1805	135.1	139.9	Eu
1084	Cypridea mirabilis	46.3835	5.767	37.7009	14.4312	142.4	145	Eu
1085	Cypridea modesta	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu
1086	Cypridea montoriana	42.6223	-2.7101	32.8159	10.1458	121.4	125.8	Eu
1087	Cypridea morula	51.061	-1.2908	41.9501	8.4491	138.8	139.5	Eu
1088	Cypridea obliqua	51.3614	8.8031	42.6156	16.8055	140.2	142.1	Eu
1089	Cypridea obliqua	51.3614	8.8031	42.6156	16.8055	140.2	142.1	Eu
1090	Cypridea obliqua	52.6024	6.8441	43.7436	15.1158	140.2	140.6	Eu
1091	Cypridea obliqua	52.5829	7.0712	43.7734	15.2468	140.2	142.1	Eu
1092	Cypridea obliqua	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu
1093	Cypridea obliqua	52.5198	7.3181	43.7189	15.4593	140.2	142.1	Eu
1094	Cypridea obliqua	52.3409	7.5784	43.5492	15.692	140.2	142.1	Eu
1095	Cypridea obliqua	52.3409	7.5784	43.5492	15.692	140.2	142.1	Eu
1096	Cypridea obliqua	52.6484	7.0753	43.8384	15.2451	140.2	142.1	Eu
1097	Cypridea obliqua	52.6484	7.0753	43.8384	15.2451	140.2	142.1	Eu
1098	Cypridea obliqua	46.3835	5.767	37.5385	14.548	140.2	142.1	Eu
1099	Cypridea obliqua	46.3835	5.767	37.5385	14.548	140.2	142.1	Eu
1100	Cypridea obliqua	46.3835	5.767	37.5385	14.548	140.2	142.1	Eu
1101	Cypridea obliqua	52.3338	16.7101	43.955	23.3938	140.7	141.6	Eu
1102	Cypridea obliqua	51.0529	0.1396	42.0866	9.4534	141.3	141.9	Eu
1103	Cypridea obliqua	50.9529	0.4004	41.9916	9.6776	141.3	141.9	Eu
1104	Cypridea obliqua	51.061	-1.2908	42.0704	8.2417	141.3	141.9	Eu
1105	Cypridea obliqua	51.0304	-0.1529	42.0583	9.2062	141.3	141.9	Eu
1106	Cypridea obliqua	50.599	-1.9533	41.599	7.6949	141.3	141.9	Eu
1107	Cypridea obliqua	50.8954	0.6074	41.9376	9.8554	141.3	141.9	Eu
1108	Cypridea obliqua	51.1405	-1.2881	42.1505	8.2416	141.3	141.9	Eu
1109	Cypridea obliqua	50.9783	0.3094	42.0148	9.5995	141.3	141.9	Eu
1110	Cypridea obliqua	50.945	0.4591	41.9847	9.7279	141.3	141.9	Eu
1111	Cypridea obliqua	51.1855	0.2136	42.22	9.5107	141.3	141.9	Eu
1112	Cypridea obliqua	50.8455	-1.0952	41.8585	8.4148	141.3	141.9	Eu
1113	Cypridea obliqua	51.0289	-0.2206	42.0561	9.1487	141.3	141.9	Eu
1114	Cypridea obliqua	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu
1115	Cypridea obliqua	52.794	7.861	44.0447	15.8449	141.4	142.1	Eu
1116	Cypridea obliqua	52.3458	9.5267	43.6606	17.285	141.4	142.1	Eu
1117	Cypridea obliqua	52.6783	9.7581	44.0011	17.4492	141.4	142.1	Eu
1118	Cypridea parallela	52.6781	9.4677	43.9359	17.281	140.2	141.4	Eu
1119	Cypridea parallela	52.6024	6.8441	43.7655	15.0832	140.2	141.4	Eu
1120	Cypridea parallela	52.6024	6.8441	43.7436	15.1158	140.2	140.6	Eu
1121	Cypridea parallela	52.4537	7.04	43.6023	15.2915	140.2	140.6	Eu
1122	Cypridea parallela	52.5829	7.0712	43.7321	15.3078	140.2	140.6	Eu
1123	Cypridea parallela	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu
1124	Cypridea parallela	52.5198	7.3181	43.6775	15.5201	140.2	140.6	Eu
1125	Cypridea parallela	52.3409	7.5784	43.5077	15.7525	140.2	140.6	Eu
1126	Cypridea parallela	52.6564	7.1446	43.8075	15.3644	140.2	140.6	Eu
1127	Cypridea parallela	52.6484	7.0753	43.7972	15.3062	140.2	140.6	Eu
1128	Cypridea parallela	51.061	-1.2908	42.0435	8.2881	141	141.1	Eu
1129	Cypridea parallela	50.9635	-0.3212	41.962	9.1124	141	141.1	Eu
1130	Cypridea parallela	50.945	0.4591	41.957	9.7736	141	141.1	Eu
1131	Cypridea parallela	50.8455	-1.0952	41.8315	8.461	141	141.1	Eu
1132	Cypridea parallela	51.0289	-0.2206	42.0287	9.1947	141	141.1	Eu
1133	Cypridea paulsgrovensis	51.061	-1.2908	41.8438	8.6324	134.5	139.5	Eu
1134	Cypridea paulsgrovensis	50.8739	0.2308	41.6775	9.9225	134.5	139.5	Eu
1135	Cypridea paulsgrovensis	50.8343	0.2822	41.6383	9.9668	134.5	139.5	Eu
1136	Cypridea paulsgrovensis	51.1405	-1.2881	41.9239	8.6329	134.5	139.5	Eu
1137	Cypridea paulsgrovensis	50.908	0.6178	41.7176	10.2482	134.5	139.5	Eu
1138	Cypridea paulsgrovensis	50.8455	-1.0952	41.6312	8.8033	134.5	139.5	Eu
1139	Cypridea paulsgrovensis	51.0382	0.3271	41.843	9.9981	134.5	139.5	Eu
1140	Cypridea paulsgrovensis	51.0289	-0.2206	41.8258	9.536	134.5	139.5	Eu
1141	Cypridea paulsgrovensis	50.916	0.5883	41.7251	10.2225	134.5	139.5	Eu
1142	Cypridea peltoides	51.0529	0.1396	42.203	9.3343	141.8	145.5	Eu
1143	Cypridea peltoides	50.9529	0.4004	42.1088	9.5596	141.8	145.5	Eu
1144	Cypridea peltoides	50.9759	0.3055	42.1297	9.4787	141.8	145.5	Eu
1145	Cypridea peltoides	51.2267	-0.1912	42.3699	9.0458	141.8	145.5	Eu
1146	Cypridea peltoides	51.061	-1.2908	42.1823	8.1206	141.8	145.5	Eu
1147	Cypridea peltoides	50.9589	0.4181	42.1152	9.5746	141.8	145.5	Eu
1148	Cypridea peltoides	50.599	-1.9533	41.7088	7.576	141.8	145.5	Eu
1149	Cypridea peltoides	50.8752	0.6412	42.0363	9.7679	141.8	145.5	Eu
1150	Cypridea peltoides	50.9441	0.4584	42.1011	9.6092	141.8	145.5	Eu
1151	Cypridea peltoides	50.8954	0.6074	42.0555	9.7381	141.8	145.5	Eu
1152	Cypridea peltoides	50.9678	0.249	42.1205	9.4307	141.8	145.5	Eu
1153	Cypridea peltoides	50.9635	-0.3212	42.1043	8.9473	141.8	145.5	Eu
1154	Cypridea peltoides	51.1405	-1.2881	42.2623	8.1199	141.8	145.5	Eu
1155	Cypridea peltoides	50.9475	0.4457	42.1038	9.5989	141.8	145.5	Eu
1156	Cypridea peltoides	50.945	0.4591	42.1021	9.61	141.8	145.5	Eu
1157	Cypridea peltoides	50.9394	0.4467	42.0959	9.6001	141.8	145.5	Eu
1158	Cypridea peltoides	50.9742	0.3289	42.1282	9.4983	141.8	145.5	Eu
1159	Cypridea peltoides	51.0289	-0.2206	42.1714	9.0292	141.8	145.5	Eu
1160	Cypridea pendae	50.8739	0.2308	41.5861	10.0746	134.3	136.1	Eu
1161	Cypridea pendae	51.0213	-0.0329	41.7295	9.8478	134.3	136.1	Eu
1162	Cypridea pendae	50.8343	0.2822	41.5468	10.1189	134.3	136.1	Eu
1163	Cypridea pendae	51.0079	-0.2026	41.7142	9.7049	134.3	136.1	Eu
1164	Cypridea pendae	51.1405	-1.2881	41.8345	8.7876	134.3	136.1	Eu
1165	Cypridea pendae	50.908	0.6178	41.6257	10.4	134.3	136.1	Eu
1166	Cypridea pendae	51.0731	-0.0673	41.781	9.8177	134.3	136.1	Eu
1167	Cypridea pendae	51.0382	0.3271	41.7514	10.1506	134.3	136.1	Eu
1168	Cypridea pendae	51.0289	-0.2206	41.735	9.6891	134.3	136.1	Eu
1169	Cypridea pendae	50.916	0.5883	41.6333	10.3744	134.3	136.1	Eu
1170	Cypridea penshurstensis	50.9696	0.3097	41.9968	9.6173	139.9	142.9	Eu
1171	Cypridea penshurstensis	50.9529	0.4004	41.9815	9.6942	139.9	142.9	Eu
1172	Cypridea penshurstensis	50.9759	0.3055	42.0027	9.6137	139.9	142.9	Eu
1173	Cypridea penshurstensis	51.061	-1.2908	42.0606	8.2586	139.9	142.9	Eu
1174	Cypridea penshurstensis	50.599	-1.9533	41.5893	7.7117	139.9	142.9	Eu
1175	Cypridea penshurstensis	50.8752	0.6412	41.9082	9.9016	139.9	142.9	Eu
1176	Cypridea penshurstensis	50.9697	0.3301	41.9972	9.6342	139.9	142.9	Eu
1177	Cypridea penshurstensis	50.8954	0.6074	41.9276	9.872	139.9	142.9	Eu
1178	Cypridea penshurstensis	50.9635	-0.3212	41.9794	9.0831	139.9	142.9	Eu
1179	Cypridea penshurstensis	51.1405	-1.2881	42.1407	8.2585	139.9	142.9	Eu
1180	Cypridea penshurstensis	50.945	0.4591	41.9747	9.7445	139.9	142.9	Eu
1181	Cypridea penshurstensis	50.9394	0.4467	41.9684	9.7346	139.9	142.9	Eu
1182	Cypridea penshurstensis	51.1855	0.2136	42.2099	9.5274	139.9	142.9	Eu
1183	Cypridea penshurstensis	50.8455	-1.0952	41.8487	8.4316	139.9	142.9	Eu
1184	Cypridea penshurstensis	51.0289	-0.2206	42.0461	9.1654	139.9	142.9	Eu
1185	Cypridea posticalis	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu
1186	Cypridea posticalis	52.0007	6.8032	43.3203	14.932	142.5	144.1	Eu
1187	Cypridea posticalis	50.668	-1.2504	41.7486	8.2107	142.7	143.1	Eu
1188	Cypridea posticalis	50.9759	0.3055	42.0861	9.5186	142.7	143.1	Eu
1189	Cypridea posticalis	51.061	-1.2908	42.1407	8.1615	142.7	143.1	Eu
1190	Cypridea posticalis	50.599	-1.9533	41.668	7.616	142.7	143.1	Eu
1191	Cypridea posticalis	50.8752	0.6412	41.9923	9.8073	142.7	143.1	Eu
1192	Cypridea posticalis	50.9441	0.4584	42.0573	9.6489	142.7	143.1	Eu
1193	Cypridea posticalis	50.9678	0.249	42.0769	9.4706	142.7	143.1	Eu
1194	Cypridea posticalis	50.9635	-0.3212	42.0615	8.9875	142.7	143.1	Eu
1195	Cypridea posticalis	51.1405	-1.2881	42.2207	8.1611	142.7	143.1	Eu
1196	Cypridea posticalis	50.9783	0.3094	42.0882	9.5211	142.7	143.1	Eu
1197	Cypridea posticalis	50.945	0.4591	42.0583	9.6497	142.7	143.1	Eu
1198	Cypridea posticalis	50.6168	-2.2233	41.6819	7.3861	142.7	143.1	Eu
1199	Cypridea posticalis	50.9394	0.4467	42.0521	9.6398	142.7	143.1	Eu
1200	Cypridea posticalis	50.9742	0.3289	42.0846	9.5382	142.7	143.1	Eu
1201	Cypridea posticalis	51.1855	0.2136	42.2931	9.4313	142.7	143.1	Eu
1202	Cypridea posticalis	50.651	-2.366	41.7137	7.2636	142.7	143.1	Eu
1203	Cypridea posticalis	50.6646	-2.4669	41.7262	7.1774	142.7	143.1	Eu
1204	Cypridea posticalis	51.0563	-2.0723	42.123	7.5	142.7	143.1	Eu
1205	Cypridea posticalis	51.0289	-0.2206	42.1284	9.0695	142.7	143.1	Eu
1206	Cypridea praealta	52.9925	17.4886	44.6997	23.9109	140.7	143.1	Eu
1207	Cypridea praealta	52.9925	17.4886	44.8553	23.8266	143.1	144.4	Eu
1208	Cypridea primaeva	51.0529	0.1396	42.2552	9.3121	141.9	146.9	Eu
1209	Cypridea primaeva	51.816	-0.8166	42.9975	8.4665	141.9	146.9	Eu
1210	Cypridea primaeva	50.9529	0.4004	42.1612	9.5377	141.9	146.9	Eu
1211	Cypridea primaeva	51.061	-1.2908	42.2336	8.0974	141.9	146.9	Eu
1212	Cypridea primaeva	50.599	-1.9533	41.7597	7.553	141.9	146.9	Eu
1213	Cypridea primaeva	50.8752	0.6412	42.0888	9.7463	141.9	146.9	Eu
1214	Cypridea primaeva	50.9441	0.4584	42.1535	9.5874	141.9	146.9	Eu
1215	Cypridea primaeva	50.8954	0.6074	42.108	9.7164	141.9	146.9	Eu
1216	Cypridea primaeva	50.9678	0.249	42.1727	9.4087	141.9	146.9	Eu
1217	Cypridea primaeva	51.1405	-1.2881	42.3137	8.0966	141.9	146.9	Eu
1218	Cypridea primaeva	50.9783	0.3094	42.1841	9.4592	141.9	146.9	Eu
1219	Cypridea primaeva	50.945	0.4591	42.1546	9.5882	141.9	146.9	Eu
1220	Cypridea primaeva	50.9394	0.4467	42.1483	9.5783	141.9	146.9	Eu
1221	Cypridea primaeva	51.1855	0.2136	42.3888	9.3685	141.9	146.9	Eu
1222	Cypridea primaeva	50.651	-2.366	41.8046	7.1999	141.9	146.9	Eu
1223	Cypridea primaeva	50.8669	0.4273	42.0759	9.5648	141.9	146.9	Eu
1224	Cypridea primaeva	51.5499	-1.7818	42.7134	7.6618	141.9	146.9	Eu
1225	Cypridea primaeva	51.0289	-0.2206	42.2234	9.0068	141.9	146.9	Eu
1226	Cypridea primaeva	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
1227	Cypridea primaeva	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
1228	Cypridea procera	42.2118	-2.2377	32.6277	9.5396	121.4	132.6	Eu
1229	Cypridea procera	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu
1230	Cypridea procera	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu
1231	Cypridea propunctata	50.9759	0.3055	41.9625	9.6803	139.5	141.7	Eu
1232	Cypridea propunctata	51.061	-1.2908	42.0214	8.3261	139.5	141.7	Eu
1233	Cypridea propunctata	50.599	-1.9533	41.5504	7.779	139.5	141.7	Eu
