Occurrence_Number	Taxon_name	Latitude	Longitude	Paleo_Latitude	Paleo_Longitude	Min_Ma	Max_Ma	Original_Assignment	region	globe
1274	Cypridea_recta	52.794	7.861	43.9476	15.9868	139.8	140.2	Eu	NAfEu	NA
1275	Cypridea_recta	52.8584	7.3243	43.9931	15.5316	139.8	140.2	Eu	NAfEu	NA
1276	Cypridea_recta	52.1775	7.8257	43.3314	16.0061	139.8	140.2	Eu	NAfEu	NA
1277	Cypridea_recta	52.5198	7.3181	43.6555	15.5525	139.8	140.2	Eu	NAfEu	NA
1278	Cypridea_recta	52.2093	7.1994	43.3409	15.4761	139.8	140.2	Eu	NAfEu	NA
1279	Cypridea_recta	52.3409	7.5784	43.4856	15.7848	139.8	140.2	Eu	NAfEu	NA
1280	Cypridea_rotundata	50.609	-1.3654	40.6323	11.0232	121.4	124.5	Eu	NAfEu	Global
1281	Cypridea_rotundata	51.1879	0.6817	41.1757	12.7516	121.4	124.5	Eu	NAfEu	Global
1282	Cypridea_rotundata	51.1438	-0.4632	41.1502	11.7967	121.4	124.5	Eu	NAfEu	Global
1283	Cypridea_rotundata	51.1831	0.6943	41.1705	12.7614	121.4	124.5	Eu	NAfEu	Global
1284	Cypridea_rotundata	51.2116	-0.2992	41.2153	11.9358	121.4	124.5	Eu	NAfEu	Global
1285	Cypridea_rotundata	51.0115	-0.454	41.017	11.7993	121.4	124.5	Eu	NAfEu	Global
1286	Cypridea_rotundata	50.9149	-0.2695	40.9179	11.9492	121.4	124.5	Eu	NAfEu	Global
1287	Cypridea_rotundata	50.8746	0.139	40.8711	12.289	121.4	124.5	Eu	NAfEu	Global
1288	Cypridea_rotundata	50.6623	-1.1312	40.6807	11.2209	121.4	124.5	Eu	NAfEu	Global
1289	Cypridea_rotundata	50.609	-1.3654	40.6323	11.0232	121.4	124.5	Eu	NAfEu	Global
1290	Cypridea_rotundata	51.0289	-0.2206	41.031	11.9941	121.4	124.5	Eu	NAfEu	Global
1291	Cypridea_sagena	50.9759	0.3055	42.0977	9.5079	142.4	143.8	Eu	NAfEu	Global
1292	Cypridea_sagena	51.061	-1.2908	42.1518	8.1506	142.4	143.8	Eu	NAfEu	Global
1293	Cypridea_sagena	50.8752	0.6412	42.004	9.7968	142.4	143.8	Eu	NAfEu	Global
1294	Cypridea_sagena	50.9441	0.4584	42.069	9.6383	142.4	143.8	Eu	NAfEu	Global
1295	Cypridea_sagena	50.9678	0.249	42.0885	9.46	142.4	143.8	Eu	NAfEu	Global
1296	Cypridea_sagena	51.1405	-1.2881	42.2318	8.1501	142.4	143.8	Eu	NAfEu	Global
1297	Cypridea_sagena	50.9783	0.3094	42.0998	9.5104	142.4	143.8	Eu	NAfEu	Global
1298	Cypridea_sagena	50.945	0.4591	42.07	9.6391	142.4	143.8	Eu	NAfEu	Global
1299	Cypridea_sagena	50.9394	0.4467	42.0638	9.6292	142.4	143.8	Eu	NAfEu	Global
1300	Cypridea_sagena	50.9742	0.3289	42.0962	9.5275	142.4	143.8	Eu	NAfEu	Global
1301	Cypridea_sagena	50.651	-2.366	41.7245	7.2528	142.4	143.8	Eu	NAfEu	Global
1302	Cypridea_sagena	51.0289	-0.2206	42.1399	9.0588	142.4	143.8	Eu	NAfEu	Global
1303	Cypridea_simplissima	51.0529	0.1396	42.0791	9.4659	137.7	145.2	Eu	NAfEu	Global
1304	Cypridea_simplissima	50.9696	0.3097	41.9993	9.6131	137.7	145.2	Eu	NAfEu	Global
1305	Cypridea_simplissima	50.9529	0.4004	41.9841	9.6901	137.7	145.2	Eu	NAfEu	Global
1306	Cypridea_simplissima	50.9759	0.3055	42.0053	9.6095	137.7	145.2	Eu	NAfEu	Global
1307	Cypridea_simplissima	51.061	-1.2908	42.0631	8.2543	137.7	145.2	Eu	NAfEu	Global
1308	Cypridea_simplissima	50.599	-1.9533	41.5917	7.7075	137.7	145.2	Eu	NAfEu	Global
1309	Cypridea_simplissima	50.8752	0.6412	41.9107	9.8975	137.7	145.2	Eu	NAfEu	Global
1310	Cypridea_simplissima	50.9441	0.4584	41.9762	9.7396	137.7	145.2	Eu	NAfEu	Global
1311	Cypridea_simplissima	50.8954	0.6074	41.9301	9.8678	137.7	145.2	Eu	NAfEu	Global
1312	Cypridea_simplissima	50.9678	0.249	41.9962	9.5616	137.7	145.2	Eu	NAfEu	Global
1313	Cypridea_simplissima	50.9635	-0.3212	41.9819	9.0789	137.7	145.2	Eu	NAfEu	Global
1314	Cypridea_simplissima	51.1405	-1.2881	42.1431	8.2543	137.7	145.2	Eu	NAfEu	Global
1315	Cypridea_simplissima	50.9783	0.3094	42.0073	9.612	137.7	145.2	Eu	NAfEu	Global
1316	Cypridea_simplissima	50.945	0.4591	41.9772	9.7404	137.7	145.2	Eu	NAfEu	Global
1317	Cypridea_simplissima	50.9394	0.4467	41.971	9.7305	137.7	145.2	Eu	NAfEu	Global
1318	Cypridea_simplissima	50.9742	0.3289	42.0037	9.6291	137.7	145.2	Eu	NAfEu	Global
1319	Cypridea_simplissima	51.1855	0.2136	42.2124	9.5232	137.7	145.2	Eu	NAfEu	Global
1320	Cypridea_simplissima	51.0289	-0.2206	42.0486	9.1612	137.7	145.2	Eu	NAfEu	Global
1321	Cypridea_soriana	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu	NA	NA
1322	Cypridea_soriana	40.9503	-1.2333	30.9307	10.0769	123.6	125.8	Eu	NA	NA
1323	Cypridea_soriana	42.059	-1.8637	33.1512	8.3506	136.2	142.4	Eu	NAfEu	NA
1324	Cypridea_spinigera	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu	NAfEu	Global
1325	Cypridea_spinigera	51.2267	-0.1912	41.2192	11.953	121.4	124.1	Eu	NAfEu	Global
1326	Cypridea_spinigera	51.1329	-0.3235	41.1273	11.8391	121.4	124.1	Eu	NAfEu	Global
1327	Cypridea_spinigera	50.8482	0.167	40.8347	12.239	121.4	124.1	Eu	NAfEu	Global
1328	Cypridea_spinigera	51.0469	-0.1982	41.0393	11.9411	121.4	124.1	Eu	NAfEu	Global
1329	Cypridea_spinigera	51.1405	-1.2881	41.1522	11.0365	121.4	124.1	Eu	NAfEu	Global
1330	Cypridea_spinigera	51.1839	1.3654	41.1545	13.2468	121.4	124.1	Eu	NAfEu	Global
1331	Cypridea_spinigera	50.8746	0.139	40.8622	12.2165	121.4	124.1	Eu	NAfEu	Global
1332	Cypridea_spinigera	50.6623	-1.1312	40.6705	11.1489	121.4	124.1	Eu	NAfEu	Global
1333	Cypridea_spinigera	51.0289	-0.2206	41.0217	11.9214	121.4	124.1	Eu	NAfEu	Global
1334	Cypridea_swanagensis	50.9759	0.3055	42.0774	9.5266	142.6	142.9	Eu	NAfEu	Global
1335	Cypridea_swanagensis	51.061	-1.2908	42.1324	8.1697	142.6	142.9	Eu	NAfEu	Global
1336	Cypridea_swanagensis	50.8752	0.6412	41.9835	9.8152	142.6	142.9	Eu	NAfEu	Global
1337	Cypridea_swanagensis	50.9441	0.4584	42.0485	9.6569	142.6	142.9	Eu	NAfEu	Global
1338	Cypridea_swanagensis	50.9678	0.249	42.0682	9.4786	142.6	142.9	Eu	NAfEu	Global
1339	Cypridea_swanagensis	50.9635	-0.3212	42.0529	8.9955	142.6	142.9	Eu	NAfEu	Global
1340	Cypridea_swanagensis	50.9783	0.3094	42.0794	9.5291	142.6	142.9	Eu	NAfEu	Global
1341	Cypridea_swanagensis	50.945	0.4591	42.0496	9.6577	142.6	142.9	Eu	NAfEu	Global
1342	Cypridea_swanagensis	50.9394	0.4467	42.0433	9.6478	142.6	142.9	Eu	NAfEu	Global
1343	Cypridea_swanagensis	50.9742	0.3289	42.0758	9.5462	142.6	142.9	Eu	NAfEu	Global
1344	Cypridea_swanagensis	50.651	-2.366	41.7057	7.2717	142.6	142.9	Eu	NAfEu	Global
1345	Cypridea_tenuis	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu	NAfEu	Global
1346	Cypridea_tenuis	50.8482	0.167	40.8347	12.239	121.4	124.1	Eu	NAfEu	Global
1347	Cypridea_tenuis	51.1047	-0.3074	41.0991	11.8523	121.4	124.1	Eu	NAfEu	Global
1348	Cypridea_tenuis	51.1839	1.3654	41.1545	13.2468	121.4	124.1	Eu	NAfEu	Global
1349	Cypridea_tenuis	50.8746	0.139	40.8622	12.2165	121.4	124.1	Eu	NAfEu	Global
1350	Cypridea_tenuis	50.6623	-1.1312	40.6705	11.1489	121.4	124.1	Eu	NAfEu	Global
1351	Cypridea_tenuis	50.6162	-1.371	40.629	10.9466	121.4	124.1	Eu	NAfEu	Global
1352	Cypridea_tenuis	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu	NAfEu	Global
1353	Cypridea_tenuis	51.0289	-0.2206	41.0217	11.9214	121.4	124.1	Eu	NAfEu	Global
1354	Cypridea_tuberculata	50.9759	0.3055	41.6024	10.2796	124.5	142.5	Eu	NAfEu	Global
1355	Cypridea_tuberculata	51.061	-1.2908	41.6698	8.9336	124.5	142.5	Eu	NAfEu	Global
1356	Cypridea_tuberculata	51.1329	-0.3235	41.7517	9.7454	124.5	142.5	Eu	NAfEu	Global
1357	Cypridea_tuberculata	50.8739	0.2308	41.4994	10.2192	124.5	142.5	Eu	NAfEu	Global
1358	Cypridea_tuberculata	51.0304	-0.1529	41.6507	9.8918	124.5	142.5	Eu	NAfEu	Global
1359	Cypridea_tuberculata	50.599	-1.9533	41.2023	8.384	124.5	142.5	Eu	NAfEu	Global
1360	Cypridea_tuberculata	50.8752	0.6412	41.5059	10.5645	124.5	142.5	Eu	NAfEu	Global
1361	Cypridea_tuberculata	50.8343	0.2822	41.4601	10.2632	124.5	142.5	Eu	NAfEu	Global
1362	Cypridea_tuberculata	50.8954	0.6074	41.5254	10.5353	124.5	142.5	Eu	NAfEu	Global
1363	Cypridea_tuberculata	50.8755	0.2367	41.5015	10.2242	124.5	142.5	Eu	NAfEu	Global
1364	Cypridea_tuberculata	50.9678	0.249	41.5936	10.2318	124.5	142.5	Eu	NAfEu	Global
1365	Cypridea_tuberculata	50.9635	-0.3212	41.5827	9.752	124.5	142.5	Eu	NAfEu	Global
1366	Cypridea_tuberculata	51.1405	-1.2881	41.7498	8.9346	124.5	142.5	Eu	NAfEu	Global
1367	Cypridea_tuberculata	50.908	0.6178	41.5385	10.5442	124.5	142.5	Eu	NAfEu	Global
1368	Cypridea_tuberculata	50.6168	-2.2233	41.2184	8.156	124.5	142.5	Eu	NAfEu	Global
1369	Cypridea_tuberculata	50.8455	-1.0952	41.4566	9.1028	124.5	142.5	Eu	NAfEu	Global
1370	Cypridea_tuberculata	50.8746	0.139	41.4993	10.1416	124.5	142.5	Eu	NAfEu	Global
1371	Cypridea_tuberculata	51.0199	-0.3495	41.6384	9.7263	124.5	142.5	Eu	NAfEu	Global
1372	Cypridea_tuberculata	51.0382	0.3271	41.6646	10.2955	124.5	142.5	Eu	NAfEu	Global
1373	Cypridea_tuberculata	51.0289	-0.2206	41.6489	9.8346	124.5	142.5	Eu	NAfEu	Global
1374	Cypridea_tuberculata	51.0987	-0.3262	41.7177	9.7445	124.5	142.5	Eu	NAfEu	Global
1375	Cypridea_tuberculata	51.0289	-0.2206	41.6489	9.8346	124.5	142.5	Eu	NAfEu	Global
1376	Cypridea_tuberculata	50.916	0.5883	41.5461	10.5187	124.5	142.5	Eu	NAfEu	Global
1377	Cypridea_tuberculata	52.6781	9.4677	43.9133	17.3129	140.2	140.6	Eu	NAfEu	NA
1378	Cypridea_tuberculata	52.7451	7.4001	43.905	15.5715	140.2	140.6	Eu	NAfEu	NA
1379	Cypridea_tuberculata	52.5102	7.0621	43.6589	15.3058	140.2	140.6	Eu	NAfEu	NA
1380	Cypridea_tuberculata	52.5829	7.0712	43.7321	15.3078	140.2	140.6	Eu	NAfEu	NA
1381	Cypridea_tuberculata	52.1894	7.0369	43.3376	15.3089	140.2	140.6	Eu	NAfEu	NA
1382	Cypridea_tuberculata	52.5198	7.3181	43.6775	15.5201	140.2	140.6	Eu	NAfEu	NA
1383	Cypridea_tuberculata	52.3409	7.5784	43.5077	15.7525	140.2	140.6	Eu	NAfEu	NA
1384	Cypridea_tuberculata	52.6484	7.0753	43.7972	15.3062	140.2	140.6	Eu	NAfEu	NA
1385	Cypridea_tuberculata	46.3835	5.767	37.4977	14.603	140.2	140.6	Eu	NAfEu	NA
1386	Cypridea_tuberculata	46.3835	5.767	37.4977	14.603	140.2	140.6	Eu	NAfEu	NA
1387	Cypridea_tuberculata	46.3835	5.767	37.4977	14.603	140.2	140.6	Eu	NAfEu	NA
1388	Cypridea_tumescens	44.2544	28.2152	37.0111	34.4116	141.9	147.1	Eu	NAfEu	Global
1389	Cypridea_tumescens	51.0529	0.1396	42.2625	9.3097	141.9	147.1	Eu	NAfEu	Global
1390	Cypridea_tumescens	51.816	-0.8166	43.0047	8.4639	141.9	147.1	Eu	NAfEu	Global
1391	Cypridea_tumescens	50.9529	0.4004	42.1685	9.5353	141.9	147.1	Eu	NAfEu	Global
1392	Cypridea_tumescens	50.9759	0.3055	42.1893	9.4544	141.9	147.1	Eu	NAfEu	Global
1393	Cypridea_tumescens	51.8019	-0.8514	42.9901	8.4358	141.9	147.1	Eu	NAfEu	Global
1394	Cypridea_tumescens	42.008	-1.9486	33.4921	7.973	141.9	147.1	Eu	NAfEu	NA
1395	Cypridea_tumescens	42.059	-1.8637	33.5062	8.0688	141.9	147.1	Eu	NAfEu	NA
1396	Cypridea_tumescens	40.5662	8.1614	34.5899	14.1681	141.9	142.4	Eu	NAfEu	NA
1397	Cypridea_tumescens	42.2052	1.3347	32.325	10.7009	141.9	142.4	Eu	NA	NA
1398	Cypridea_tumescens	46.3835	5.767	37.761	14.4188	141.9	147.1	Eu	NAfEu	Global
1399	Cypridea_tumescens	51.061	-1.2908	42.2408	8.0949	141.9	147.1	Eu	NAfEu	Global
1400	Cypridea_tumescens	50.599	-1.9533	41.7668	7.5505	141.9	147.1	Eu	NAfEu	Global
1401	Cypridea_tumescens	50.8752	0.6412	42.0961	9.744	141.9	147.1	Eu	NAfEu	Global
1402	Cypridea_tumescens	50.6702	-2.5112	41.8283	7.0734	141.9	147.1	Eu	NAfEu	Global
1403	Cypridea_tumescens	47.1473	7.2637	38.58	15.6679	141.9	147.1	Eu	NAfEu	NA
1404	Cypridea_tumescens	50.9441	0.4584	42.1608	9.585	141.9	147.1	Eu	NAfEu	Global
1405	Cypridea_tumescens	50.8954	0.6074	42.1153	9.7141	141.9	147.1	Eu	NAfEu	Global
1406	Cypridea_tumescens	50.9678	0.249	42.18	9.4064	141.9	147.1	Eu	NAfEu	Global
1407	Cypridea_tumescens	50.9635	-0.3212	42.1635	8.9225	141.9	147.1	Eu	NAfEu	Global
1408	Cypridea_tumescens	46.3835	5.767	37.761	14.4188	141.9	147.1	Eu	NAfEu	Global
1409	Cypridea_tumescens	51.1405	-1.2881	42.3208	8.0941	141.9	147.1	Eu	NAfEu	Global
1410	Cypridea_tumescens	50.945	0.4591	42.1618	9.5858	141.9	147.1	Eu	NAfEu	Global
1411	Cypridea_tumescens	50.9475	0.4463	42.1635	9.5747	141.9	147.1	Eu	NAfEu	Global
1412	Cypridea_tumescens	50.9394	0.4467	42.1556	9.5759	141.9	147.1	Eu	NAfEu	Global
1413	Cypridea_tumescens	51.8788	-0.8387	43.0673	8.4425	141.9	147.1	Eu	NAfEu	Global
1414	Cypridea_tumescens	49.2218	3.4715	40.5206	12.2529	141.9	147.1	Eu	NAfEu	Global
1415	Cypridea_tumescens	49.0841	3.474	40.3828	12.2639	141.9	147.1	Eu	NAfEu	Global
1416	Cypridea_tumescens	49.1269	3.5708	40.4287	12.3446	141.9	147.1	Eu	NAfEu	Global
1417	Cypridea_tumescens	50.8283	0.3167	42.0416	9.4709	141.9	147.1	Eu	NAfEu	Global
1418	Cypridea_tumescens	50.6646	-2.4669	41.824	7.111	141.9	147.1	Eu	NAfEu	Global
1419	Cypridea_tumescens	51.5634	-1.7923	42.7333	7.6502	141.9	147.1	Eu	NAfEu	Global
1420	Cypridea_tumescens	47.1633	7.2879	38.5969	15.6876	141.9	147.1	Eu	NAfEu	NA
1421	Cypridea_tumescens	55.8825	13.532	47.5741	20.1093	141.9	147.1	Eu	NAfEu	Global
1422	Cypridea_tumescens	51.0289	-0.2206	42.2306	9.0044	141.9	147.1	Eu	NAfEu	Global
1423	Cypridea_tumescens	51.4264	-0.2609	42.6265	8.952	141.9	147.1	Eu	NAfEu	Global
1424	Cypridea_tumescens	46.3835	5.767	37.761	14.4188	141.9	147.1	Eu	NAfEu	Global
1425	Cypridea_tumescens	46.3835	5.767	37.761	14.4188	141.9	147.1	Eu	NAfEu	Global
1426	Cypridea_tumescens	46.3835	5.767	37.761	14.4188	141.9	147.1	Eu	NAfEu	Global
1427	Cypridea_tumescens	51.9993	19.4238	43.9569	25.6229	143.1	143.7	Eu	NA	NA
1428	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1429	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1430	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1431	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1432	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1433	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1434	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1435	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1436	Cypridea_tumescens	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1437	Cypridea_turgida	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
1438	Cypridea_valdensis	51.1438	-0.4632	41.5744	10.2709	121.4	136.1	Eu	NAfEu	Global
1439	Cypridea_valdensis	51.1329	-0.3235	41.564	10.3876	121.4	136.1	Eu	NAfEu	Global
1440	Cypridea_valdensis	51.0304	-0.1529	41.4618	10.5321	121.4	136.1	Eu	NAfEu	Global
1441	Cypridea_valdensis	50.8755	0.2367	41.3099	10.8613	121.4	136.1	Eu	NAfEu	Global
1442	Cypridea_valdensis	51.1047	-0.3074	41.5361	10.4021	121.4	136.1	Eu	NAfEu	Global
1443	Cypridea_valdensis	51.1405	-1.2881	41.5688	9.5791	121.4	136.1	Eu	NAfEu	Global
1444	Cypridea_valdensis	50.8746	0.139	41.3084	10.779	121.4	136.1	Eu	NAfEu	Global
1445	Cypridea_valdensis	51.0199	-0.3495	41.4509	10.3669	121.4	136.1	Eu	NAfEu	Global
1446	Cypridea_valdensis	51.0289	-0.2206	41.4605	10.4751	121.4	136.1	Eu	NAfEu	Global
1447	Cypridea_valdensis	51.0987	-0.3262	41.53	10.3863	121.4	136.1	Eu	NAfEu	Global
1448	Cypridea_varians	50.9759	0.3055	42.0103	9.6012	139.5	143.6	Eu	NAfEu	Global
1449	Cypridea_varians	51.061	-1.2908	42.068	8.2459	139.5	143.6	Eu	NAfEu	Global
1450	Cypridea_varians	50.599	-1.9533	41.5965	7.6991	139.5	143.6	Eu	NAfEu	Global
1451	Cypridea_varians	50.8752	0.6412	41.9158	9.8892	139.5	143.6	Eu	NAfEu	Global
1452	Cypridea_varians	50.9441	0.4584	41.9812	9.7313	139.5	143.6	Eu	NAfEu	Global
1453	Cypridea_varians	50.8954	0.6074	41.9351	9.8595	139.5	143.6	Eu	NAfEu	Global
1454	Cypridea_varians	51.1405	-1.2881	42.148	8.2458	139.5	143.6	Eu	NAfEu	Global
1455	Cypridea_varians	50.9783	0.3094	42.0123	9.6037	139.5	143.6	Eu	NAfEu	Global
1456	Cypridea_varians	50.945	0.4591	41.9822	9.7321	139.5	143.6	Eu	NAfEu	Global
1457	Cypridea_varians	50.9394	0.4467	41.976	9.7221	139.5	143.6	Eu	NAfEu	Global
1458	Cypridea_varians	50.9742	0.3289	42.0087	9.6208	139.5	143.6	Eu	NAfEu	Global
1459	Cypridea_varians	51.0289	-0.2206	42.0536	9.1528	139.5	143.6	Eu	NAfEu	Global
1460	Cypridea_varians	50.616	-2.1851	41.6104	7.5018	139.5	143.6	Eu	NAfEu	Global
1461	Cypridea_vectae	50.8482	0.167	40.8665	12.2613	123.2	123.3	Eu	NAfEu	Global
1462	Cypridea_vectae	51.1839	1.3654	41.1861	13.2698	123.2	123.3	Eu	NAfEu	Global
1463	Cypridea_vectae	50.8746	0.139	40.8939	12.2388	123.2	123.3	Eu	NAfEu	Global
1464	Cypridea_vectae	50.6162	-1.371	40.6609	10.9682	123.2	123.3	Eu	NAfEu	Global
1465	Cypridea_ventriosa	40.7602	0.2884	29.9951	11.3617	121.4	123.6	Eu	NA	NA
1466	Cypridea_ventriosa	40.2234	-1.9764	30.3502	9.3163	121.4	123.6	Eu	NA	NA
1467	Cypridea_ventrosa	50.599	-1.9533	41.5334	7.8085	139.5	141	Eu	NAfEu	Global
1468	Cypridea_ventrosa	51.1405	-1.2881	42.0842	8.3558	139.5	141	Eu	NAfEu	Global
1469	Cypridea_vericae	50.8739	0.2308	41.5734	10.0958	134.4	135.5	Eu	NAfEu	Global
1470	Cypridea_vericae	51.0213	-0.0329	41.7168	9.8691	134.4	135.5	Eu	NAfEu	Global
1471	Cypridea_vericae	50.8343	0.2822	41.5341	10.14	134.4	135.5	Eu	NAfEu	Global
1472	Cypridea_vericae	51.0896	0.6517	41.7954	10.4441	134.4	135.5	Eu	NAfEu	Global
1473	Cypridea_vericae	51.0382	0.3271	41.7387	10.1719	134.4	135.5	Eu	NAfEu	Global
1474	Cypridea_vericae	50.916	0.5883	41.6205	10.3956	134.4	135.5	Eu	NAfEu	Global
1475	Cypridea_verrucosa	51.061	-1.2908	41.7495	8.7955	134.1	136.1	Eu	NAfEu	Global
1476	Cypridea_verrucosa	51.0213	-0.0329	41.7244	9.8563	134.1	136.1	Eu	NAfEu	Global
1477	Cypridea_verrucosa	51.1405	-1.2881	41.8296	8.7963	134.1	136.1	Eu	NAfEu	Global
1478	Cypridea_verrucosa	50.8455	-1.0952	41.5366	8.9655	134.1	136.1	Eu	NAfEu	Global
1479	Cypridea_verrucosa	51.7483	-1.1813	42.4376	8.8725	134.1	136.1	Eu	NAfEu	Global
1480	Cypridea_verrucosa	51.0289	-0.2206	41.7299	9.6977	134.1	136.1	Eu	NAfEu	Global
1481	Cypridea_vidrana	51.0529	0.1396	42.0816	9.4617	141.1	141.9	Eu	NAfEu	Global
1482	Cypridea_vidrana	50.9696	0.3097	42.0018	9.609	141.1	141.9	Eu	NAfEu	Global
1483	Cypridea_vidrana	50.9529	0.4004	41.9866	9.6859	141.1	141.9	Eu	NAfEu	Global
1484	Cypridea_vidrana	50.9759	0.3055	42.0078	9.6054	141.1	141.9	Eu	NAfEu	Global
1485	Cypridea_vidrana	51.061	-1.2908	42.0655	8.2501	141.1	141.9	Eu	NAfEu	Global
1486	Cypridea_vidrana	50.599	-1.9533	41.5941	7.7033	141.1	141.9	Eu	NAfEu	Global
1487	Cypridea_vidrana	50.8752	0.6412	41.9133	9.8933	141.1	141.9	Eu	NAfEu	Global
1488	Cypridea_vidrana	50.9697	0.3301	42.0022	9.6259	141.1	141.9	Eu	NAfEu	Global
1489	Cypridea_vidrana	50.8954	0.6074	41.9326	9.8637	141.1	141.9	Eu	NAfEu	Global
1490	Cypridea_vidrana	50.9678	0.249	41.9987	9.5574	141.1	141.9	Eu	NAfEu	Global
1491	Cypridea_vidrana	50.9635	-0.3212	41.9844	9.0748	141.1	141.9	Eu	NAfEu	Global
1492	Cypridea_vidrana	50.9783	0.3094	42.0098	9.6078	141.1	141.9	Eu	NAfEu	Global
1493	Cypridea_vidrana	50.945	0.4591	41.9797	9.7362	141.1	141.9	Eu	NAfEu	Global
1494	Cypridea_vidrana	50.8283	0.3167	41.86	9.6206	141.1	141.9	Eu	NAfEu	Global
1495	Cypridea_vidrana	46.3835	5.767	37.5575	14.5224	141.1	141.9	Eu	NAfEu	NA
1496	Cypridea_vidrana	51.0289	-0.2206	42.0511	9.157	141.1	141.9	Eu	NAfEu	Global
1497	Cypridea_vidrana	52.3409	7.5784	43.5823	15.6438	141.4	142.1	Eu	NAfEu	NA
1498	Cypridea_vidrana	52.6484	7.0753	43.8713	15.1964	141.4	142.1	Eu	NAfEu	NA
1499	Cypridea_vidrana	52.318	7.3552	43.5515	15.4578	141.4	142.1	Eu	NAfEu	NA
1500	Cypridea_wandae	52.2091	19.5759	44.2552	25.7029	143.7	145	Eu	NA	NA
1501	Cypridea_wandae	52.0031	19.5685	44.0498	25.7263	143.7	145	Eu	NA	NA
1502	Cypridea_wandae	51.9449	19.5492	43.9909	25.7186	143.7	145	Eu	NA	NA
1503	Cypridea_warlinghamensis	51.1839	1.3654	41.1325	13.0458	121.4	123	Eu	NAfEu	Global
1504	Cypridea_warlinghamensis	50.8746	0.139	40.8369	12.0174	121.4	123	Eu	NAfEu	Global
1505	Cypridea_warlinghamensis	50.6623	-1.1312	40.6418	10.9513	121.4	123	Eu	NAfEu	Global
1506	Cypridea_warlinghamensis	50.6162	-1.371	40.5997	10.7493	121.4	123	Eu	NAfEu	Global
1507	Cypridea_warlinghamensis	51.0289	-0.2206	40.9955	11.7215	121.4	123	Eu	NAfEu	Global
1508	Cypridea_wicheri	51.061	-1.2908	42.0066	8.3515	139.1	141.5	Eu	NAfEu	Global
1509	Cypridea_wicheri	50.599	-1.9533	41.5358	7.8043	139.1	141.5	Eu	NAfEu	Global
1510	Cypridea_wicheri	50.8752	0.6412	41.8526	9.9929	139.1	141.5	Eu	NAfEu	Global
1511	Cypridea_wicheri	50.8954	0.6074	41.872	9.9633	139.1	141.5	Eu	NAfEu	Global
1512	Cypridea_wicheri	50.9635	-0.3212	41.9246	9.1752	139.1	141.5	Eu	NAfEu	Global
1513	Cypridea_wicheri	51.1405	-1.2881	42.0867	8.3516	139.1	141.5	Eu	NAfEu	Global
1514	Cypridea_wicheri	50.945	0.4591	41.9192	9.836	139.1	141.5	Eu	NAfEu	Global
1515	Cypridea_wicheri	51.1855	0.2136	42.1547	9.6195	139.1	141.5	Eu	NAfEu	Global
1516	Cypridea_wicheri	50.8455	-1.0952	41.7945	8.524	139.1	141.5	Eu	NAfEu	Global
1517	Cypridea_wicheri	51.0289	-0.2206	41.9913	9.2575	139.1	141.5	Eu	NAfEu	Global
1518	Cypridea_wicheri	51.3614	8.8031	42.5679	16.872	140	140.6	Eu	NAfEu	NA
1519	Cypridea_wicheri	52.5829	7.0712	43.7266	15.316	140	140.6	Eu	NAfEu	NA
1520	Cypridea_wicheri	52.5198	7.3181	43.672	15.5282	140	140.6	Eu	NAfEu	NA
1521	Cypridea_wicheri	52.4389	7.075	43.583	15.3302	140	140.6	Eu	NAfEu	NA
1522	Cypridea_wicheri	52.3409	7.5784	43.5022	15.7605	140	140.6	Eu	NAfEu	NA
1523	Cypridea_wicheri	52.6484	7.0753	43.7917	15.3144	140	140.6	Eu	NAfEu	NA
1524	Cypridea_wicheri	52.32	7.221	43.4691	15.4619	140	140.6	Eu	NAfEu	NA
1525	Cypridea_wolburgi	51.061	-1.2908	42.0459	8.2839	141	141.2	Eu	NAfEu	Global
1526	Cypridea_wolburgi	50.9635	-0.3212	41.9645	9.1082	141	141.2	Eu	NAfEu	Global
1527	Cypridea_wolburgi	51.0289	-0.2206	42.0312	9.1905	141	141.2	Eu	NAfEu	Global
