Occurrence_Number	Taxon_name	Latitude	Longitude	Paleo_Latitude	Paleo_Longitude	Min_Ma	Max_Ma	Original_Assignment	region	globe
503	Cypridea_alta	50.945	0.4591	41.9293	9.8194	139.8	141.2	Eu	NAfEu	Global
504	Cypridea_alta	50.9394	0.4467	41.9231	9.8095	139.8	141.2	Eu	NAfEu	Global
505	Cypridea_alta	50.8455	-1.0952	41.8044	8.5072	139.8	141.2	Eu	NAfEu	Global
506	Cypridea_alta	51.0289	-0.2206	42.0012	9.2407	139.8	141.2	Eu	NAfEu	Global
507	Cypridea_alta	51.3614	8.8031	42.5735	16.8642	140.2	140.6	Eu	NAfEu	NA
508	Cypridea_alta	52.7802	7.9837	43.9602	16.0586	140.2	140.6	Eu	NAfEu	NA
509	Cypridea_alta	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu	NAfEu	NA
510	Cypridea_alta	52.8584	7.3243	44.0152	15.4989	140.2	140.6	Eu	NAfEu	NA
511	Cypridea_alta	53.1488	8.2247	44.3371	16.2301	140.2	140.6	Eu	NAfEu	NA
512	Cypridea_alta	52.6783	7.9627	43.8576	16.0492	140.2	140.6	Eu	NAfEu	NA
513	Cypridea_alta	52.5909	8.4805	43.7893	16.4905	140.2	140.6	Eu	NAfEu	NA
514	Cypridea_alta	52.5909	8.4805	43.7893	16.4905	140.2	140.6	Eu	NAfEu	NA
515	Cypridea_alta	52.6484	7.0753	43.7972	15.3062	140.2	140.6	Eu	NAfEu	NA
516	Cypridea_alta	52.4963	7.936	43.7083	15.9928	140.6	141.4	Eu	NAfEu	NA
517	Cypridea_alta	52.9222	7.53	44.1193	15.6176	140.6	141.4	Eu	NAfEu	NA
518	Cypridea_alta	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu	NAfEu	NA
519	Cypridea_alta	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu	NAfEu	NA
520	Cypridea_alta	52.5198	7.3181	43.7106	15.4714	140.6	141.4	Eu	NAfEu	NA
521	Cypridea_alta	52.3409	7.5784	43.5409	15.7041	140.6	141.4	Eu	NAfEu	NA
522	Cypridea_alta	52.318	7.3552	43.5102	15.5182	140.6	141.4	Eu	NAfEu	NA
523	Cypridea_alta	52.68	9.3226	43.9436	17.143	140.6	141.4	Eu	NAfEu	NA
524	Cypridea_alta	52.8612	7.365	44.0527	15.4841	140.6	141.4	Eu	NAfEu	NA
525	Cypridea_alta	55.0832	14.8015	46.5835	21.4592	140.6	141.4	Eu	NA	NA
526	Cypridea_altissima	51.0529	0.1396	42.0992	9.4325	141.1	142.6	Eu	NAfEu	Global
527	Cypridea_altissima	50.9529	0.4004	42.0042	9.6569	141.1	142.6	Eu	NAfEu	Global
528	Cypridea_altissima	50.9759	0.3055	42.0253	9.5763	141.1	142.6	Eu	NAfEu	Global
529	Cypridea_altissima	52.6781	9.4677	43.9896	17.2053	141.4	142.1	Eu	NAfEu	NA
530	Cypridea_altissima	52.6783	9.7581	44.0011	17.4492	141.4	142.1	Eu	NAfEu	NA
531	Cypridea_altissima	51.3614	8.8031	42.6493	16.7587	141.4	142.1	Eu	NAfEu	NA
532	Cypridea_altissima	52.7451	7.4001	43.9794	15.4617	141.4	142.1	Eu	NAfEu	NA
533	Cypridea_altissima	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu	NAfEu	NA
534	Cypridea_altissima	52.7802	7.9837	44.0351	15.9493	141.4	142.1	Eu	NAfEu	NA
535	Cypridea_altissima	52.794	7.861	44.0447	15.8449	141.4	142.1	Eu	NAfEu	NA
536	Cypridea_altissima	52.8584	7.3243	44.0896	15.3889	141.4	142.1	Eu	NAfEu	NA
537	Cypridea_altissima	52.5198	7.3181	43.7519	15.4107	141.4	142.1	Eu	NAfEu	NA
538	Cypridea_altissima	52.3409	7.5784	43.5823	15.6438	141.4	142.1	Eu	NAfEu	NA
539	Cypridea_altissima	52.5909	8.4805	43.8647	16.3821	141.4	142.1	Eu	NAfEu	NA
540	Cypridea_altissima	52.6677	7.2429	43.8971	15.336	141.4	142.1	Eu	NAfEu	NA
541	Cypridea_altissima	52.318	7.3552	43.5515	15.4578	141.4	142.1	Eu	NAfEu	NA
542	Cypridea_altissima	51.061	-1.2908	42.0778	8.2291	141.4	142.1	Eu	NAfEu	Global
543	Cypridea_altissima	50.599	-1.9533	41.6062	7.6823	141.4	142.1	Eu	NAfEu	Global
544	Cypridea_altissima	50.8752	0.6412	41.9259	9.8727	141.4	142.1	Eu	NAfEu	Global
545	Cypridea_altissima	50.8954	0.6074	41.9452	9.843	141.4	142.1	Eu	NAfEu	Global
546	Cypridea_altissima	50.9678	0.249	42.0112	9.5366	141.4	142.1	Eu	NAfEu	Global
547	Cypridea_altissima	50.945	0.4591	41.9923	9.7155	141.4	142.1	Eu	NAfEu	Global
548	Cypridea_altissima	50.9394	0.4467	41.986	9.7056	141.4	142.1	Eu	NAfEu	Global
549	Cypridea_altissima	51.0289	-0.2206	42.0636	9.1361	141.4	142.1	Eu	NAfEu	Global
550	Cypridea_amisia	50.9529	0.4004	42.0067	9.6527	141.3	142.5	Eu	NAfEu	Global
551	Cypridea_amisia	50.9759	0.3055	42.0278	9.5721	141.3	142.5	Eu	NAfEu	Global
552	Cypridea_amisia	51.061	-1.2908	42.0851	8.2164	141.3	142.5	Eu	NAfEu	Global
553	Cypridea_amisia	50.599	-1.9533	41.6135	7.6697	141.3	142.5	Eu	NAfEu	Global
554	Cypridea_amisia	50.8752	0.6412	41.9334	9.8602	141.3	142.5	Eu	NAfEu	Global
555	Cypridea_amisia	50.8954	0.6074	41.9528	9.8306	141.3	142.5	Eu	NAfEu	Global
556	Cypridea_amisia	50.9678	0.249	42.0188	9.5241	141.3	142.5	Eu	NAfEu	Global
557	Cypridea_amisia	50.9783	0.3094	42.0299	9.5746	141.3	142.5	Eu	NAfEu	Global
558	Cypridea_amisia	50.945	0.4591	41.9998	9.703	141.3	142.5	Eu	NAfEu	Global
559	Cypridea_amisia	51.1855	0.2136	42.235	9.4857	141.3	142.5	Eu	NAfEu	Global
560	Cypridea_amisia	51.1855	0.2136	42.235	9.4857	141.3	142.5	Eu	NAfEu	Global
561	Cypridea_amisia	50.8455	-1.0952	41.8733	8.3897	141.3	142.5	Eu	NAfEu	Global
562	Cypridea_amisia	46.3835	5.767	37.5792	14.4932	141.3	142.5	Eu	NAfEu	NA
563	Cypridea_amisia	51.0289	-0.2206	42.071	9.1236	141.3	142.5	Eu	NAfEu	Global
564	Cypridea_amisia	52.3839	10.1844	43.7251	17.8351	141.4	142.1	Eu	NAfEu	NA
565	Cypridea_amisia	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu	NAfEu	NA
566	Cypridea_amisia	52.6484	7.0753	43.8713	15.1964	141.4	142.1	Eu	NAfEu	NA
567	Cypridea_andersoni	50.9759	0.3055	41.9902	9.6345	140.4	141.9	Eu	NAfEu	Global
568	Cypridea_andersoni	51.061	-1.2908	42.0484	8.2797	140.4	141.9	Eu	NAfEu	Global
569	Cypridea_andersoni	50.8752	0.6412	41.8956	9.9223	140.4	141.9	Eu	NAfEu	Global
570	Cypridea_andersoni	50.9635	-0.3212	41.967	9.104	140.4	141.9	Eu	NAfEu	Global
571	Cypridea_andersoni	51.1405	-1.2881	42.1284	8.2796	140.4	141.9	Eu	NAfEu	Global
572	Cypridea_andersoni	50.945	0.4591	41.9621	9.7653	140.4	141.9	Eu	NAfEu	Global
573	Cypridea_andersoni	51.1855	0.2136	42.1974	9.5483	140.4	141.9	Eu	NAfEu	Global
574	Cypridea_andersoni	51.0289	-0.2206	42.0337	9.1863	140.4	141.9	Eu	NAfEu	Global
575	Cypridea_andersoni	52.5102	7.0621	43.6919	15.257	140.6	141.4	Eu	NAfEu	NA
576	Cypridea_andersoni	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu	NAfEu	NA
577	Cypridea_andersoni	52.8584	7.3243	44.0483	15.4499	140.6	141.4	Eu	NAfEu	NA
578	Cypridea_aragonensis	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
579	Cypridea_aragonensis	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu	NA	NA
580	Cypridea_arenosa	51.061	-1.2908	41.7545	8.7869	134.6	135.8	Eu	NAfEu	Global
581	Cypridea_arenosa	50.8739	0.2308	41.5861	10.0746	134.6	135.8	Eu	NAfEu	Global
582	Cypridea_arenosa	51.0213	-0.0329	41.7295	9.8478	134.6	135.8	Eu	NAfEu	Global
583	Cypridea_arenosa	50.8343	0.2822	41.5468	10.1189	134.6	135.8	Eu	NAfEu	Global
584	Cypridea_arenosa	42.7929	-4.2604	34.3981	7.2496	134.6	135.8	Eu	NAfEu	NA
585	Cypridea_arenosa	42.6954	-3.9571	34.2032	7.4255	134.6	135.8	Eu	NAfEu	NA
586	Cypridea_arenosa	50.908	0.6178	41.6257	10.4	134.6	135.8	Eu	NAfEu	Global
587	Cypridea_arenosa	51.0382	0.3271	41.7514	10.1506	134.6	135.8	Eu	NAfEu	Global
588	Cypridea_arenosa	51.0289	-0.2206	41.735	9.6891	134.6	135.8	Eu	NAfEu	Global
589	Cypridea_arenosa	50.916	0.5883	41.6333	10.3744	134.6	135.8	Eu	NAfEu	Global
590	Cypridea_asseri	50.8739	0.2308	41.5861	10.0746	134.6	135.8	Eu	NAfEu	Global
591	Cypridea_asseri	51.0213	-0.0329	41.7295	9.8478	134.6	135.8	Eu	NAfEu	Global
592	Cypridea_asseri	50.8343	0.2822	41.5468	10.1189	134.6	135.8	Eu	NAfEu	Global
593	Cypridea_asseri	51.1405	-1.2881	41.8345	8.7876	134.6	135.8	Eu	NAfEu	Global
594	Cypridea_asseri	51.0382	0.3271	41.7514	10.1506	134.6	135.8	Eu	NAfEu	Global
595	Cypridea_asseri	51.0289	-0.2206	41.735	9.6891	134.6	135.8	Eu	NAfEu	Global
596	Cypridea_asseri	50.916	0.5883	41.6333	10.3744	134.6	135.8	Eu	NAfEu	Global
597	Cypridea_bimammata	50.9759	0.3055	41.9625	9.6803	139.5	141.7	Eu	NAfEu	Global
598	Cypridea_bimammata	51.061	-1.2908	42.0214	8.3261	139.5	141.7	Eu	NAfEu	Global
599	Cypridea_bimammata	50.8752	0.6412	41.8678	9.968	139.5	141.7	Eu	NAfEu	Global
600	Cypridea_bimammata	50.8954	0.6074	41.8872	9.9384	139.5	141.7	Eu	NAfEu	Global
601	Cypridea_bimammata	51.1405	-1.2881	42.1014	8.3262	139.5	141.7	Eu	NAfEu	Global
602	Cypridea_bimammata	50.9783	0.3094	41.9646	9.6828	139.5	141.7	Eu	NAfEu	Global
603	Cypridea_bimammata	50.945	0.4591	41.9344	9.8111	139.5	141.7	Eu	NAfEu	Global
604	Cypridea_bimammata	51.0289	-0.2206	42.0062	9.2324	139.5	141.7	Eu	NAfEu	Global
605	Cypridea_binodosa	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu	NAfEu	NA
606	Cypridea_binodosa	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu	NAfEu	NA
607	Cypridea_binodosa	46.3835	5.767	37.6739	14.4449	142.5	144.1	Eu	NAfEu	NA
608	Cypridea_binodosa	49.1269	3.5708	40.3446	12.3793	142.5	144.1	Eu	NAfEu	NA
609	Cypridea_binodosa	52.5627	17.6432	44.4082	24.032	143.1	143.7	Eu	NA	NA
610	Cypridea_bispinosa	51.061	-1.2908	41.7197	8.8472	132.6	136.4	Eu	NAfEu	Global
611	Cypridea_bispinosa	50.8739	0.2308	41.5505	10.1341	132.6	136.4	Eu	NAfEu	Global
612	Cypridea_bispinosa	51.0008	-0.1266	41.6728	9.8289	132.6	136.4	Eu	NAfEu	Global
613	Cypridea_bispinosa	51.1282	-0.0095	41.8012	9.9239	132.6	136.4	Eu	NAfEu	Global
614	Cypridea_bispinosa	51.0213	-0.0329	41.6939	9.9075	132.6	136.4	Eu	NAfEu	Global
615	Cypridea_bispinosa	50.8343	0.2822	41.5112	10.1782	132.6	136.4	Eu	NAfEu	Global
616	Cypridea_bispinosa	51.1533	0.2778	41.83	10.1656	132.6	136.4	Eu	NAfEu	Global
617	Cypridea_bispinosa	51.217	-2.9723	41.8625	7.4301	132.6	136.4	Eu	NAfEu	Global
618	Cypridea_bispinosa	51.0079	-0.2026	41.6788	9.7647	132.6	136.4	Eu	NAfEu	Global
619	Cypridea_bispinosa	51.1405	-1.2881	41.7997	8.848	132.6	136.4	Eu	NAfEu	Global
620	Cypridea_bispinosa	50.908	0.6178	41.5899	10.4593	132.6	136.4	Eu	NAfEu	Global
621	Cypridea_bispinosa	51.0731	-0.0673	41.7455	9.8774	132.6	136.4	Eu	NAfEu	Global
622	Cypridea_bispinosa	51.079	-0.0399	41.7518	9.9	132.6	136.4	Eu	NAfEu	Global
623	Cypridea_bispinosa	51.7483	-1.1813	42.4077	8.9248	132.6	136.4	Eu	NAfEu	Global
624	Cypridea_bispinosa	51.1442	0.248	41.8206	10.1406	132.6	136.4	Eu	NAfEu	Global
625	Cypridea_bispinosa	51.1642	0.2638	41.8408	10.1535	132.6	136.4	Eu	NAfEu	Global
626	Cypridea_bispinosa	51.0382	0.3271	41.7157	10.2102	132.6	136.4	Eu	NAfEu	Global
627	Cypridea_bispinosa	51.0289	-0.2206	41.6996	9.7489	132.6	136.4	Eu	NAfEu	Global
628	Cypridea_bispinosa	50.916	0.5883	41.5974	10.4337	132.6	136.4	Eu	NAfEu	Global
629	Cypridea_blackbushensis	51.0942	0.4806	41.8581	10.1981	134.6	137.7	Eu	NAfEu	Global
630	Cypridea_blackbushensis	51.061	-1.2908	41.8017	8.7052	134.6	137.7	Eu	NAfEu	Global
631	Cypridea_blackbushensis	50.8343	0.2822	41.5952	10.0385	134.6	137.7	Eu	NAfEu	Global
632	Cypridea_blackbushensis	51.1405	-1.2881	41.8817	8.7059	134.6	137.7	Eu	NAfEu	Global
633	Cypridea_blackbushensis	50.908	0.6178	41.6743	10.3197	134.6	137.7	Eu	NAfEu	Global
634	Cypridea_blackbushensis	51.0382	0.3271	41.7998	10.07	134.6	137.7	Eu	NAfEu	Global
635	Cypridea_blackbushensis	51.0289	-0.2206	41.783	9.6082	134.6	137.7	Eu	NAfEu	Global
636	Cypridea_blackbushensis	50.916	0.5883	41.6818	10.2942	134.6	137.7	Eu	NAfEu	Global
637	Cypridea_brendae	51.0304	-0.1529	41.4048	10.7496	127.3	128.5	Eu	NAfEu	Global
638	Cypridea_brendae	50.8755	0.2367	41.2519	11.0776	127.3	128.5	Eu	NAfEu	NA
639	Cypridea_brendae	50.8283	0.3167	41.2042	11.1451	127.3	128.5	Eu	NAfEu	NA
640	Cypridea_brendae	50.8746	0.139	41.2506	10.9954	127.3	128.5	Eu	NAfEu	NA
641	Cypridea_brendae	51.0289	-0.2206	41.4037	10.6925	127.3	128.5	Eu	NAfEu	Global
642	Cypridea_brendae	51.0987	-0.3262	41.4735	10.6042	127.3	128.5	Eu	NAfEu	Global
643	Cypridea_brevirostrata	50.9529	0.4004	41.9236	9.79	138.8	141.7	Eu	NAfEu	Global
644	Cypridea_brevirostrata	50.9759	0.3055	41.9449	9.7095	138.8	141.7	Eu	NAfEu	Global
645	Cypridea_brevirostrata	51.061	-1.2908	42.0042	8.3558	138.8	141.7	Eu	NAfEu	Global
646	Cypridea_brevirostrata	50.599	-1.9533	41.5334	7.8085	138.8	141.7	Eu	NAfEu	Global
647	Cypridea_brevirostrata	50.8752	0.6412	41.8501	9.9971	138.8	141.7	Eu	NAfEu	Global
648	Cypridea_brevirostrata	50.9635	-0.3212	41.9221	9.1794	138.8	141.7	Eu	NAfEu	Global
649	Cypridea_brevirostrata	51.1405	-1.2881	42.0842	8.3558	138.8	141.7	Eu	NAfEu	Global
650	Cypridea_brevirostrata	50.945	0.4591	41.9167	9.8402	138.8	141.7	Eu	NAfEu	Global
651	Cypridea_brevirostrata	50.6384	-2.375	41.5672	7.4498	138.8	141.7	Eu	NAfEu	Global
652	Cypridea_brevirostrata	50.8455	-1.0952	41.7921	8.5282	138.8	141.7	Eu	NAfEu	Global
653	Cypridea_brevirostrata	51.0289	-0.2206	41.9888	9.2617	138.8	141.7	Eu	NAfEu	Global
654	Cypridea_brevirostrata	50.616	-2.1851	41.5475	7.6114	138.8	141.7	Eu	NAfEu	Global
655	Cypridea_brevirostrata	52.6781	9.4677	43.9557	17.2531	140.2	142.1	Eu	NAfEu	NA
656	Cypridea_brevirostrata	52.6783	9.7581	43.9672	17.4968	140.2	142.1	Eu	NAfEu	NA
657	Cypridea_brevirostrata	52.7451	7.4001	43.9463	15.5104	140.2	142.1	Eu	NAfEu	NA
658	Cypridea_brevirostrata	52.5102	7.0621	43.7002	15.2449	140.2	142.1	Eu	NAfEu	NA
659	Cypridea_brevirostrata	52.5829	7.0712	43.7734	15.2468	140.2	142.1	Eu	NAfEu	NA
660	Cypridea_brevirostrata	52.3591	7.1444	43.5522	15.3254	140.2	142.1	Eu	NAfEu	NA
661	Cypridea_brevirostrata	52.8584	7.3243	44.0565	15.4377	140.2	142.1	Eu	NAfEu	NA
662	Cypridea_brevirostrata	52.5198	7.3181	43.7189	15.4593	140.2	142.1	Eu	NAfEu	NA
663	Cypridea_brevirostrata	52.3409	7.5784	43.5492	15.692	140.2	142.1	Eu	NAfEu	NA
664	Cypridea_brevirostrata	52.6484	7.0753	43.8384	15.2451	140.2	142.1	Eu	NAfEu	NA
665	Cypridea_brevirostrata	42.853	-2.68	34.2664	8.0231	140.6	142.1	Eu	NAfEu	NA
666	Cypridea_bullata	40.2234	-1.9764	29.9505	8.2078	113	123.6	Eu	NAfEu	NA
667	Cypridea_buxtorfi	52.6783	9.7581	44.1301	17.3516	142.1	145	Eu	NAfEu	NA
668	Cypridea_caudata	50.609	-1.3654	40.6007	10.8078	121.4	123.3	Eu	NAfEu	Global
669	Cypridea_cidacosia	42.2118	-2.2377	32.6277	9.5396	121.4	132.6	Eu	NA	NA
670	Cypridea_cidacosia	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
671	Cypridea_cidacosia	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu	NA	NA
672	Cypridea_clavata	51.1879	0.6817	41.4986	11.6919	121.4	132.5	Eu	NAfEu	Global
673	Cypridea_clavata	51.061	-1.2908	41.0512	10.8856	121.4	123.3	Eu	NAfEu	Global
674	Cypridea_clavata	51.1329	-0.3235	41.4435	10.8499	121.4	132.5	Eu	NAfEu	Global
675	Cypridea_clavata	50.8739	0.2308	40.8417	12.1484	121.4	123.3	Eu	NAfEu	Global
676	Cypridea_clavata	51.0304	-0.1529	41.3403	10.9929	121.4	132.5	Eu	NAfEu	Global
677	Cypridea_clavata	50.599	-1.9533	40.6011	10.3162	121.4	123.3	Eu	NAfEu	Global
678	Cypridea_clavata	51.1869	0.6859	41.4976	11.6952	121.4	132.5	Eu	NAfEu	Global
679	Cypridea_clavata	51.0213	-0.0329	40.9921	11.9324	121.4	123.3	Eu	NAfEu	Global
680	Cypridea_clavata	50.8343	0.2822	40.801	12.1898	121.4	123.3	Eu	NAfEu	Global
681	Cypridea_clavata	50.8755	0.2367	41.1862	11.3196	121.4	132.5	Eu	NAfEu	Global
682	Cypridea_clavata	50.9635	-0.3212	41.2745	10.852	121.4	132.5	Eu	NAfEu	Global
683	Cypridea_clavata	51.1405	-1.2881	41.1312	10.8909	121.4	123.3	Eu	NAfEu	Global
684	Cypridea_clavata	50.908	0.6178	40.8708	12.4719	121.4	123.3	Eu	NAfEu	Global
685	Cypridea_clavata	50.8283	0.3167	41.1383	11.3868	121.4	132.5	Eu	NAfEu	Global
686	Cypridea_clavata	51.0731	-0.0673	41.0446	11.9056	121.4	123.3	Eu	NAfEu	Global
687	Cypridea_clavata	51.1508	0.736	41.4616	11.7372	121.4	132.5	Eu	NAfEu	Global
688	Cypridea_clavata	50.8746	0.139	41.1852	11.2375	121.4	132.5	Eu	NAfEu	Global
689	Cypridea_clavata	51.0896	0.6517	41.0524	12.5048	121.4	123.3	Eu	NAfEu	Global
690	Cypridea_clavata	51.242	0.1977	41.5522	11.2869	121.4	132.5	Eu	NAfEu	Global
691	Cypridea_clavata	50.6162	-1.371	40.6078	10.8031	121.4	123.3	Eu	NAfEu	Global
692	Cypridea_clavata	51.0199	-0.3495	41.3305	10.8278	121.4	132.5	Eu	NAfEu	Global
693	Cypridea_clavata	51.0873	0.5531	41.0506	12.4223	121.4	123.3	Eu	NAfEu	Global
694	Cypridea_clavata	51.1251	-0.4152	41.4356	10.7737	121.4	132.5	Eu	NAfEu	Global
695	Cypridea_clavata	51.0382	0.3271	41.0044	12.2328	121.4	123.3	Eu	NAfEu	Global
696	Cypridea_clavata	51.0987	-0.3262	41.4095	10.8481	121.4	132.5	Eu	NAfEu	Global
697	Cypridea_clavata	51.0289	-0.2206	41.3394	10.9359	121.4	132.5	Eu	NAfEu	Global
698	Cypridea_clavata	50.916	0.5883	40.8792	12.4471	121.4	123.3	Eu	NAfEu	Global
699	Cypridea_clavata	51.2235	0.4303	41.5343	11.481	121.4	132.5	Eu	NAfEu	Global
700	Cypridea_clavata	51.1858	0.5313	41.2367	12.4513	123.3	124.1	Eu	NAfEu	Global
701	Cypridea_clavata	51.0115	-0.454	41.0751	11.625	123.3	124.1	Eu	NAfEu	Global
702	Cypridea_clavata	51.0289	-0.2206	41.0897	11.8199	123.3	124.1	Eu	NAfEu	Global
703	Cypridea_coelnothi	50.9759	0.3055	42.089	9.5159	142.5	143.4	Eu	NAfEu	Global
704	Cypridea_coelnothi	50.8752	0.6412	41.9952	9.8047	142.5	143.4	Eu	NAfEu	Global
705	Cypridea_coelnothi	50.9441	0.4584	42.0602	9.6463	142.5	143.4	Eu	NAfEu	Global
706	Cypridea_coelnothi	50.9678	0.249	42.0798	9.468	142.5	143.4	Eu	NAfEu	Global
707	Cypridea_coelnothi	50.9635	-0.3212	42.0644	8.9848	142.5	143.4	Eu	NAfEu	Global
708	Cypridea_coelnothi	51.0102	0.7413	42.1323	9.8832	142.5	143.4	Eu	NAfEu	Global
709	Cypridea_coelnothi	51.0102	0.7413	42.1323	9.8832	142.5	143.4	Eu	NAfEu	Global
710	Cypridea_coelnothi	50.9783	0.3094	42.0911	9.5184	142.5	143.4	Eu	NAfEu	Global
711	Cypridea_coelnothi	50.945	0.4591	42.0613	9.6471	142.5	143.4	Eu	NAfEu	Global
712	Cypridea_coelnothi	50.9394	0.4467	42.055	9.6372	142.5	143.4	Eu	NAfEu	Global
713	Cypridea_coelnothi	50.9742	0.3289	42.0875	9.5355	142.5	143.4	Eu	NAfEu	Global
714	Cypridea_comptonensis	50.6653	-1.4835	40.6906	10.926	122.6	123.3	Eu	NAfEu	Global
715	Cypridea_comptonensis	51.1839	1.3654	41.1623	13.3201	122.6	123.3	Eu	NAfEu	Global
716	Cypridea_comptonensis	50.8746	0.139	40.8711	12.289	122.6	123.3	Eu	NAfEu	Global
717	Cypridea_comptonensis	50.6162	-1.371	40.6394	11.0184	122.6	123.3	Eu	NAfEu	Global
718	Cypridea_cornuta	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
719	Cypridea_cornuta	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu	NA	NA
720	Cypridea_cornuta	42.2324	-2.4758	32.731	9.3683	121.4	132.6	Eu	NA	NA
721	Cypridea_cuckmerensis	50.609	-1.3654	40.5926	10.7541	121.4	123	Eu	NAfEu	Global
722	Cypridea_cuckmerensis	50.8482	0.167	40.8095	12.0401	121.4	123	Eu	NAfEu	Global
723	Cypridea_cuckmerensis	51.0469	-0.1982	41.0132	11.7412	121.4	123	Eu	NAfEu	Global
724	Cypridea_cuckmerensis	50.609	-1.3654	40.5926	10.7541	121.4	123	Eu	NAfEu	Global
725	Cypridea_cuckmerensis	50.609	-1.3654	40.5926	10.7541	121.4	123	Eu	NAfEu	Global
726	Cypridea_cuckmerensis	51.0289	-0.2206	40.9955	11.7215	121.4	123	Eu	NAfEu	Global
727	Cypridea_cyrtorostralis	42.9902	-1.9236	32.397	9.7196	113	123.6	Eu	NAfEu	NA
728	Cypridea_darvelensis	50.9529	0.4004	41.9815	9.6942	140.8	142	Eu	NAfEu	Global
729	Cypridea_darvelensis	50.9759	0.3055	42.0027	9.6137	140.8	142	Eu	NAfEu	Global
730	Cypridea_darvelensis	51.061	-1.2908	42.0606	8.2586	140.8	142	Eu	NAfEu	Global
731	Cypridea_darvelensis	50.599	-1.9533	41.5893	7.7117	140.8	142	Eu	NAfEu	Global
732	Cypridea_darvelensis	50.8752	0.6412	41.9082	9.9016	140.8	142	Eu	NAfEu	Global
733	Cypridea_darvelensis	50.9635	-0.3212	41.9794	9.0831	140.8	142	Eu	NAfEu	Global
734	Cypridea_darvelensis	50.945	0.4591	41.9747	9.7445	140.8	142	Eu	NAfEu	Global
735	Cypridea_darvelensis	51.0289	-0.2206	42.0461	9.1654	140.8	142	Eu	NAfEu	Global
736	Cypridea_delicatula	50.9529	0.4004	42.0709	9.594	142.6	143.4	Eu	NAfEu	Global
737	Cypridea_delicatula	50.9759	0.3055	42.0919	9.5133	142.6	143.4	Eu	NAfEu	Global
738	Cypridea_delicatula	50.599	-1.9533	41.6735	7.6107	142.6	143.4	Eu	NAfEu	Global
739	Cypridea_delicatula	50.8752	0.6412	41.9981	9.8021	142.6	143.4	Eu	NAfEu	Global
740	Cypridea_delicatula	50.9441	0.4584	42.0632	9.6436	142.6	143.4	Eu	NAfEu	Global
741	Cypridea_delicatula	50.8954	0.6074	42.0174	9.7723	142.6	143.4	Eu	NAfEu	Global
742	Cypridea_delicatula	50.9635	-0.3212	42.0672	8.9821	142.6	143.4	Eu	NAfEu	Global
743	Cypridea_delicatula	51.1405	-1.2881	42.2263	8.1556	142.6	143.4	Eu	NAfEu	Global
744	Cypridea_delicatula	50.9783	0.3094	42.094	9.5157	142.6	143.4	Eu	NAfEu	Global
745	Cypridea_delicatula	50.945	0.4591	42.0642	9.6444	142.6	143.4	Eu	NAfEu	Global
746	Cypridea_delicatula	50.9394	0.4467	42.0579	9.6345	142.6	143.4	Eu	NAfEu	Global
747	Cypridea_delicatula	50.9742	0.3289	42.0904	9.5329	142.6	143.4	Eu	NAfEu	Global
748	Cypridea_delicatula	51.0289	-0.2206	42.1341	9.0641	142.6	143.4	Eu	NAfEu	Global
749	Cypridea_demandae	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu	NA	NA
750	Cypridea_demandae	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
751	Cypridea_demandae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu	NA	NA
752	Cypridea_demandae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu	NA	NA
753	Cypridea_demandae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu	NA	NA
754	Cypridea_demandae	42.6223	-2.7101	32.8159	10.1458	121.4	125.8	Eu	NA	NA
755	Cypridea_demandae	40.6191	-0.1016	30.1151	10.9891	121.4	125.8	Eu	NA	NA
756	Cypridea_demandae	40.6191	-0.1016	30.1151	10.9891	121.4	125.8	Eu	NA	NA
757	Cypridea_dolabrata	50.9759	0.3055	41.9172	9.7555	137.7	141.7	Eu	NAfEu	Global
758	Cypridea_dolabrata	51.061	-1.2908	41.9771	8.4024	137.7	141.7	Eu	NAfEu	Global
759	Cypridea_dolabrata	50.599	-1.9533	41.5066	7.8549	137.7	141.7	Eu	NAfEu	Global
760	Cypridea_dolabrata	50.8752	0.6412	41.8223	10.0428	137.7	141.7	Eu	NAfEu	Global
761	Cypridea_dolabrata	50.9678	0.249	41.9082	9.7076	137.7	141.7	Eu	NAfEu	Global
